full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Hugo Martín Nervo,31,663120000,1991/01/06,Liga MX,2021/2022,Defender,Atlas,3960,1980,1980,Argentina,44,22,22,3,1,2,0,0,0,0,0,18,9,9,34,14,20,3,0,0.07,0,0.07,0.05,0.09,1320,0.77,116,90,1320,0,0.07,195,414,20,4
Hugo Weckmann,18,1081555200,2004/04/10,Liga MX,2021/2022,Forward,Tijuana,2,2,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,31
Ian González Nieto,29,729388800,1993/02/11,Liga MX,2021/2022,Forward,Toluca,1584,957,627,Spain,26,16,10,4,2,2,0,0,0,1,0,3,1,2,27,16,11,3,0,0.23,0,0.23,0.19,0.29,396,1.53,59,61,528,0,0.17,77,296,-1,5
Ían Jairo Misael Torres Ramírez,21,962755200,2000/07/05,Liga MX,2021/2022,Forward,Atlas,2941,1484,1457,Mexico,38,20,18,3,2,1,4,0,4,0,0,16,8,8,19,7,12,12,2,0.21,0.12,0.09,0.12,0.06,980,0.58,155,77,210,735,0.43,162,100,-1,7
Idekel Alberto Domínguez Rodríguez,21,959904000,2000/06/02,Liga MX,2021/2022,Defender,Necaxa,1324,719,605,Mexico,18,10,8,0,0,0,0,0,0,0,0,4,2,2,23,15,8,5,0,0,0,0,0,0,0,1.56,58,74,265,0,0.34,339,335,142,29
Ignacio Geraldino,26,818208000,1995/12/06,Liga MX,2021/2022,Forward,Santos Laguna,445,247,198,Chile,19,11,8,1,1,0,0,0,0,1,0,6,4,2,6,2,4,2,0,0.2,0,0.2,0.36,0,445,1.21,74,23,223,0,0.4,90,346,-1,13
Igor Lichnovsky Osorio,28,762998400,1994/03/07,Liga MX,2021/2022,Defender,Tigres UANL,600,382,218,Chile,11,6,5,1,1,0,0,0,0,0,0,3,1,2,6,4,2,2,0,0.15,0,0.15,0.24,0,600,0.9,100,55,300,0,0.3,118,236,40,12
Iker Moreno,18,1063497600,2003/09/14,Liga MX,2021/2022,Midfielder,América,0,0,0,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Illian Gerardo Hernandez Vargas,22,955497600,2000/04/12,Liga MX,2021/2022,Forward,Pachuca,43,28,15,Mexico,5,3,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,2.09,43,9,43,0,2.09,-1,-1,-1,21
Isaác Brizuela Muñoz,31,651801600,1990/08/28,Liga MX,2021/2022,Forward,Guadalajara,2019,970,1049,Mexico,30,14,16,3,1,2,2,0,2,0,0,11,4,7,26,17,9,5,0,0.22,0.09,0.13,0.09,0.17,673,1.16,78,67,404,1010,0.22,126,137,-1,7
Isaác Jared Muñíz Gutiérrez,19,1035936000,2002/10/30,Liga MX,2021/2022,Midfielder,León,1,0,1,Mexico,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,18
Isaías Violante,18,1066608000,2003/10/20,Liga MX,2021/2022,Forward,Toluca,140,93,47,Mexico,7,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.64,0,0.64,0.97,0,140,0.64,140,20,0,0,0,-1,-1,-1,14
Ismael Govea Solorzano,25,856396800,1997/02/20,Liga MX,2021/2022,Defender,Santos Laguna,675,180,495,Mexico,9,2,7,0,0,0,0,0,0,0,0,3,1,2,6,3,3,1,0,0,0,0,0,0,0,0.8,113,75,675,0,0.13,353,349,27,21
Israel Reyes Romero,21,959040000,2000/05/23,Liga MX,2021/2022,Midfielder,Puebla,2964,1488,1476,Mexico,37,18,19,3,1,2,0,0,0,0,0,10,4,6,36,18,18,13,1,0.09,0,0.09,0.06,0.12,988,1.09,82,80,212,0,0.43,165,371,-1,5
Iván Andrés Morales Bravo,22,933206400,1999/07/29,Liga MX,2021/2022,Forward,Cruz Azul,492,327,165,Chile,14,9,5,0,0,0,1,0,1,0,0,4,1,3,5,4,1,4,0,0.18,0.18,0,0,0,0,0.91,98,35,123,492,0.73,262,47,-1,18
Iván Emmanuel Acero Rodríguez,21,962409600,2000/07/01,Liga MX,2021/2022,Midfielder,Toluca,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Iván Fernando Ochoa Chávez,25,839894400,1996/08/13,Liga MX,2021/2022,Forward,Juárez,411,182,229,Mexico,8,4,4,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0.88,103,51,0,0,0,263,281,-1,16
Iván Jared Moreno Füguemann,24,884995200,1998/01/17,Liga MX,2021/2022,Midfielder,Mazatlán,1713,933,780,Mexico,29,15,14,2,1,1,2,2,0,0,0,6,4,2,21,5,16,1,0,0.21,0.11,0.11,0.1,0.12,857,1.1,82,59,1713,857,0.05,153,105,-1,6
Ivo Saúl Vázquez Serrano,21,971654400,2000/10/16,Liga MX,2021/2022,Defender,Puebla,741,120,621,Mexico,16,4,12,0,0,0,0,0,0,0,0,3,0,3,11,2,9,3,0,0,0,0,0,0,0,1.34,67,46,247,0,0.36,389,358,118,17
Jacobo Reyes Murillo,21,965952000,2000/08/11,Liga MX,2021/2022,Forward,Monterrey,61,61,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,-1,-1,-1,18
Jahaziel Marchand Herrera,20,1001635200,2001/09/28,Liga MX,2021/2022,Midfielder,Pachuca,277,160,117,Mexico,5,3,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.3,69,55,0,0,0,288,268,-1,19
Jaiber Jiménez Ramírez,27,789436800,1995/01/07,Liga MX,2021/2022,Defender,Cruz Azul,136,0,136,Mexico,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0.66,0.66,0,0,0,0,1.32,68,68,0,136,0,-1,-1,-1,29
Jaime Gómez Valencia,28,742867200,1993/07/17,Liga MX,2021/2022,Midfielder,Juárez,969,404,565,Mexico,20,9,11,0,0,0,0,0,0,0,0,5,2,3,11,5,6,2,0,0,0,0,0,0,0,1.02,88,48,485,0,0.19,322,319,-1,25
Jaine Steven Barreiro Solis,27,771984000,1994/06/19,Liga MX,2021/2022,Midfielder,León,2966,1472,1494,Colombia,37,18,19,2,1,1,0,0,0,0,0,12,5,7,35,19,16,10,1,0.06,0,0.06,0.06,0.06,1483,1.06,85,80,270,0,0.33,209,306,-1,5
Jair Alberto Díaz Vázquez,23,903657600,1998/08/21,Liga MX,2021/2022,Defender,Atlético San Luis,2072,931,1141,Mexico,29,15,14,0,0,0,0,0,0,0,0,8,4,4,25,10,15,7,0,0,0,0,0,0,0,1.09,83,71,296,0,0.3,397,392,80,29
Javier Alván Salas Salazar,28,745804800,1993/08/20,Liga MX,2021/2022,Midfielder,Puebla,2872,1376,1496,Mexico,34,17,17,0,0,0,1,0,1,0,0,8,4,4,34,14,20,12,0,0.03,0.03,0,0,0,0,1.07,84,84,239,2872,0.38,420,214,-1,25
Javier Güemez López,30,687657600,1991/10/17,Liga MX,2021/2022,Midfielder,Atlético San Luis,3132,1459,1673,Mexico,36,17,19,0,0,0,1,0,1,0,0,9,4,5,45,22,23,4,1,0.03,0.03,0,0,0,0,1.29,70,87,626,3132,0.14,398,210,-1,28
Javier Hernández Sánchez,21,959731200,2000/05/31,Liga MX,2021/2022,Forward,Toluca,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Javier Ignacio Aquino Carmona,32,634694400,1990/02/11,Liga MX,2021/2022,Midfielder,Tigres UANL,3549,1845,1704,Mexico,40,21,19,0,0,0,4,2,2,0,0,14,9,5,34,15,19,5,1,0.1,0.1,0,0,0,0,0.86,104,89,592,887,0.15,370,124,-1,25
Jaziel Ismael Martínez Huerta,21,970531200,2000/10/03,Liga MX,2021/2022,Midfielder,Monterrey,1,0,1,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,24
Jean David Meneses Villarroel,29,732240000,1993/03/16,Liga MX,2021/2022,Forward,León,2352,1193,1159,Chile,36,18,18,2,1,1,5,3,2,0,0,13,5,8,28,15,13,3,1,0.27,0.19,0.08,0.08,0.08,1176,1.07,84,65,588,470,0.15,177,43,-1,6
Jefferson Alfredo Intriago Mendoza,25,833846400,1996/06/04,Liga MX,2021/2022,Midfielder,Mazatlán,2699,1169,1530,Ecuador,31,14,17,2,1,1,1,1,0,0,0,7,5,2,37,10,27,7,0,0.1,0.03,0.07,0.08,0.06,1350,1.23,73,87,386,2699,0.23,197,211,-1,5
Jefferson Antonio Montero Vite,32,620611200,1989/09/01,Liga MX,2021/2022,Midfielder,Querétaro,466,299,167,Ecuador,17,11,6,0,0,0,2,1,1,0,0,5,4,1,6,3,3,1,0,0.39,0.39,0,0,0,0,1.16,78,27,466,233,0.19,242,4,-1,21
Jerónimo Rodríguez Guemes,23,922233600,1999/03/24,Liga MX,2021/2022,Midfielder,Pumas UNAM,1330,867,463,Mexico,20,12,8,1,1,0,0,0,0,0,0,9,6,3,16,11,5,1,0,0.07,0,0.07,0.1,0,1330,1.08,83,67,1330,0,0.07,187,402,-1,11
Jesse Zamudio,23,920937600,1999/03/09,Liga MX,2021/2022,Midfielder,León,32,32,0,Mexico,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,23
Jesús Adrián Haro Soto,20,1013817600,2002/02/16,Liga MX,2021/2022,Midfielder,Cruz Azul,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jesús Alberto Alcantar Rodríguez,18,1059523200,2003/07/30,Liga MX,2021/2022,Defender,Necaxa,28,0,28,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,-1,-1,-1,32
Jesús Alberto Angulo Uriarte,24,886118400,1998/01/30,Liga MX,2021/2022,Defender,Tigres UANL,3423,1701,1722,Mexico,39,19,20,0,0,0,2,0,2,0,0,15,8,7,30,13,17,5,0,0.05,0.05,0,0,0,0,0.79,114,88,685,1712,0.13,276,181,24,16
Jesús Alberto Dueñas Manzo,33,606009600,1989/03/16,Liga MX,2021/2022,Midfielder,Tigres UANL,1594,898,696,Mexico,30,18,12,1,0,1,2,2,0,0,0,13,9,4,19,9,10,4,0,0.17,0.11,0.06,0,0.13,1594,1.07,84,53,399,797,0.23,205,104,-1,14
Jesús Alberto Ocejo Zazueta,23,897955200,1998/06/16,Liga MX,2021/2022,Midfielder,Santos Laguna,826,412,414,Mexico,27,13,14,1,0,1,1,0,1,0,0,7,5,2,11,6,5,3,0,0.22,0.11,0.11,0,0.22,826,1.2,75,31,275,826,0.33,143,113,-1,15
Jesús Alejandro Gómez Molina,20,1012435200,2002/01/31,Liga MX,2021/2022,Defender,Atlas,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jesús Alonso Escoboza Lugo,29,727660800,1993/01/22,Liga MX,2021/2022,Midfielder,Necaxa,1765,875,890,Mexico,32,16,16,2,2,0,4,2,2,0,0,10,5,5,27,15,12,6,0,0.31,0.2,0.1,0.21,0,883,1.38,65,55,294,441,0.31,161,38,-1,6
Jesús Andrés Rivas Gutiérrez,19,1035849600,2002/10/29,Liga MX,2021/2022,Defender,Pumas UNAM,26,0,26,Mexico,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,-1,-1,-1,26
Jesús Ángel Garza García,21,960249600,2000/06/06,Liga MX,2021/2022,Midfielder,Tigres UANL,131,85,46,Mexico,6,2,4,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.69,131,22,0,0,0,-1,-1,-1,23
Jesús Ángel Martínez Rodríguez,19,1051833600,2003/05/02,Liga MX,2021/2022,Midfielder,Cruz Azul,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jesús Antonio Isijara Rodríguez,32,622771200,1989/09/26,Liga MX,2021/2022,Midfielder,Santos Laguna,308,131,177,Mexico,7,3,4,0,0,0,1,0,1,0,0,2,1,1,5,2,3,2,0,0.29,0.29,0,0,0,0,1.46,62,44,154,308,0.58,351,12,-1,23
Jesús Antonio Molina Granados,34,575596800,1988/03/29,Liga MX,2021/2022,Midfielder,Guadalajara,956,417,539,Mexico,14,6,8,0,0,0,0,0,0,0,0,7,2,5,8,5,3,1,0,0,0,0,0,0,0,0.75,120,68,956,0,0.09,395,390,-1,20
Jesús Daniel Gallardo Vasconcelos,27,776908800,1994/08/15,Liga MX,2021/2022,Midfielder,Monterrey,2367,1045,1322,Mexico,34,16,18,3,1,2,1,0,1,0,0,12,9,3,24,8,16,2,0,0.15,0.04,0.11,0.09,0.14,789,0.91,99,70,1184,2367,0.08,145,192,-1,7
Jesús Daniel Hernández Casiano,20,996624000,2001/08/01,Liga MX,2021/2022,Midfielder,Pachuca,26,12,14,Mexico,6,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,14
Jesús Eduardo Zavala Castañeda,34,553824000,1987/07/21,Liga MX,2021/2022,Midfielder,Mazatlán,447,178,269,Mexico,14,7,7,0,0,0,0,0,0,0,0,3,1,2,4,2,2,2,0,0,0,0,0,0,0,0.81,112,32,224,0,0.4,380,379,-1,29
Jesús Emiliano Trindade Flores,28,742262400,1993/07/10,Liga MX,2021/2022,Midfielder,Pachuca,299,152,147,Uruguay,14,7,7,0,0,0,0,0,0,0,0,4,3,1,4,2,2,3,0,0,0,0,0,0,0,1.2,75,21,100,0,0.9,248,222,-1,16
Jesús Enrique Sánchez García,32,620524800,1989/08/31,Liga MX,2021/2022,Forward,Guadalajara,876,448,428,Mexico,17,9,8,0,0,0,0,0,0,0,0,7,2,5,9,6,3,1,0,0,0,0,0,0,0,0.92,97,52,876,0,0.1,390,317,-1,27
Jesús Fernando Piñuelas Sandoval,24,890956800,1998/03/27,Liga MX,2021/2022,Defender,Atlético San Luis,1326,600,726,Mexico,17,8,9,1,0,1,0,0,0,0,0,4,1,3,17,10,7,2,0,0.07,0,0.07,0,0.12,1326,1.15,78,78,663,0,0.14,198,393,93,16
Jesús Gilberto Orozco Chiquete,20,1014076800,2002/02/19,Liga MX,2021/2022,Midfielder,Guadalajara,758,360,398,Mexico,9,4,5,0,0,0,1,1,0,0,0,3,0,3,6,5,1,1,0,0.12,0.12,0,0,0,0,0.71,126,84,758,758,0.12,393,102,-1,22
Jesus Hernandez,18,1073606400,2004/01/09,Liga MX,2021/2022,Forward,Querétaro,110,59,51,Mexico,4,2,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1.64,55,28,110,0,0.82,-1,-1,-1,23
Jesús Iván Rodríguez Trujillo,28,737942400,1993/05/21,Liga MX,2021/2022,Goalkeeper,Puebla,360,270,90,Mexico,4,3,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0.5,180,90,360,0,0.25,373,359,2,18
Jesús Ricardo Angulo Uriarte,25,856396800,1997/02/20,Liga MX,2021/2022,Midfielder,Guadalajara,2506,1199,1307,Mexico,33,16,17,5,3,2,2,2,0,0,0,13,5,8,22,14,8,1,0,0.25,0.07,0.18,0.23,0.14,501,0.79,114,76,2506,1253,0.04,99,160,-1,4
Jhon Eduard Murillo Romaña,26,816912000,1995/11/21,Liga MX,2021/2022,Forward,Atlético San Luis,1361,633,728,Venezuela,19,9,10,4,2,2,3,1,2,0,0,5,3,2,19,7,12,1,0,0.46,0.2,0.26,0.28,0.25,340,1.26,72,72,1361,454,0.07,64,36,-1,2
Jhon Fredy Duque Arias,29,707616000,1992/06/04,Liga MX,2021/2022,Midfielder,Atlético San Luis,245,136,109,Colombia,9,5,4,1,1,0,0,0,0,0,0,2,0,2,4,4,0,2,0,0.37,0,0.37,0.66,0,245,1.47,61,27,123,0,0.73,-1,-1,-1,13
Jhon Stefan Medina Ramírez,29,708480000,1992/06/14,Liga MX,2021/2022,Defender,Monterrey,2524,1402,1122,Colombia,33,18,15,1,1,0,2,2,0,0,0,11,9,2,26,9,17,3,1,0.11,0.07,0.04,0.06,0,2524,0.93,97,76,631,1262,0.14,222,158,45,10
Joaquín Alberto Montecinos Naranjo,26,818294400,1995/12/07,Liga MX,2021/2022,Forward,Tijuana,773,282,491,Chile,13,6,7,3,2,1,0,0,0,0,1,4,3,1,13,4,9,3,0,0.35,0,0.35,0.64,0.18,258,1.51,59,59,258,0,0.35,40,224,-1,4
Joe Gallardo,24,883612800,1998/01/01,Liga MX,2021/2022,Midfielder,Querétaro,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joel Nathaniel Campbell Samuels,29,709516800,1992/06/26,Liga MX,2021/2022,Forward,Monterrey,1606,1002,604,Costa Rica,32,16,16,4,3,1,3,1,2,0,1,13,10,3,16,6,10,3,1,0.39,0.17,0.22,0.27,0.15,402,0.9,100,50,402,535,0.22,78,49,-1,5
Joel Raymundo García Chacón,24,892339200,1998/04/12,Liga MX,2021/2022,Goalkeeper,Santos Laguna,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonathan Alan Parra Terán,20,1016323200,2002/03/17,Liga MX,2021/2022,Forward,Guadalajara,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonathan Alejandro Díaz Rivas,23,926294400,1999/05/10,Liga MX,2021/2022,Defender,Santos Laguna,149,149,0,Mexico,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.21,75,75,0,0,0,-1,-1,-1,17
Jonathan Alexander González Mendoza,23,923961600,1999/04/13,Liga MX,2021/2022,Midfielder,Querétaro,304,208,96,USA,10,6,4,0,0,0,0,0,0,0,0,3,1,2,6,5,1,0,0,0,0,0,0,0,0,1.78,51,30,0,0,0,345,339,-1,28
Jonathan David Dos Santos Duré,30,703555200,1992/04/18,Liga MX,2021/2022,Forward,Querétaro,1005,474,531,Uruguay,14,6,8,4,2,2,1,1,0,1,0,4,2,2,16,9,7,2,2,0.45,0.09,0.36,0.38,0.34,251,1.43,63,72,251,1005,0.36,38,130,-1,3
Jonathan dos Santos Ramírez,32,641088000,1990/04/26,Liga MX,2021/2022,Midfielder,América,225,130,95,Mexico,11,7,4,0,0,0,1,0,1,0,0,5,3,2,3,3,0,3,1,0.4,0.4,0,0,0,0,1.2,75,20,75,225,1.2,-1,-1,-1,16
Jonathan Emmanuel Orozco Domínguez,35,516240000,1986/05/12,Liga MX,2021/2022,Goalkeeper,Tijuana,2342,1216,1126,Mexico,27,14,13,0,0,0,0,0,0,0,0,6,5,1,34,12,22,2,0,0,0,0,0,0,0,1.31,69,87,1171,0,0.08,240,274,112,15
Jonathan Javier Rodríguez Portillo,28,741916800,1993/07/06,Liga MX,2021/2022,Forward,Cruz Azul,735,380,355,Uruguay,12,6,6,3,2,1,0,0,0,3,0,4,1,3,4,4,0,2,0,0.37,0,0.37,0.47,0.25,245,0.49,184,61,368,0,0.24,32,273,-1,6
Jonathan Ozziel Herrera Morales,20,990576000,2001/05/23,Liga MX,2021/2022,Forward,Atlas,841,460,381,Mexico,30,17,13,1,0,1,0,0,0,0,0,11,6,5,10,7,3,1,0,0.11,0,0.11,0,0.24,841,1.07,84,28,841,0,0.11,137,419,-1,13
Jonathan Suárez Cortes,25,856569600,1997/02/22,Liga MX,2021/2022,Midfielder,Tijuana,0,0,0,Mexico,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jordan Carrillo Rodríguez,20,1004745600,2001/11/03,Liga MX,2021/2022,Forward,Santos Laguna,927,463,464,Mexico,26,14,12,2,2,0,0,0,0,0,0,7,5,2,7,5,2,2,1,0.19,0,0.19,0.39,0,464,0.68,132,36,309,0,0.29,95,345,-1,10
Jordan Jesús Silva Díaz,27,775526400,1994/07/30,Liga MX,2021/2022,Defender,América,1116,483,633,Mexico,17,7,10,0,0,0,1,0,1,0,0,6,3,3,14,5,9,3,0,0.08,0.08,0,0,0,0,1.13,80,66,372,1116,0.24,335,152,85,18
Jordan Steeven Sierra Flores,25,861753600,1997/04/23,Liga MX,2021/2022,Defender,Toluca,1312,691,621,Ecuador,17,9,8,0,0,0,1,1,0,0,0,2,0,2,27,12,15,2,0,0.07,0.07,0,0,0,0,1.85,49,77,656,1312,0.14,267,166,149,17
Jordi Cortizo de la Piedra,25,836092800,1996/06/30,Liga MX,2021/2022,Midfielder,Puebla,1205,717,488,Mexico,25,14,11,1,0,1,1,0,1,0,0,4,2,2,14,6,8,4,0,0.15,0.07,0.07,0,0.18,1205,1.05,86,48,301,1205,0.3,184,164,-1,11
Jorge Alejandro Rodríguez Hernández,20,999475200,2001/09/03,Liga MX,2021/2022,Defender,Toluca,1803,882,921,Mexico,30,14,16,0,0,0,0,0,0,0,0,4,1,3,33,15,18,5,0,0,0,0,0,0,0,1.65,55,60,361,0,0.25,305,297,145,27
Jorge Alejandro Zárate Careaga,30,695865600,1992/01/20,Liga MX,2021/2022,Midfielder,Mazatlán,389,194,195,Mexico,13,5,8,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0.69,130,30,0,0,0,385,384,-1,22
Jorge Antonio Padilla Leal,28,747273600,1993/09/06,Liga MX,2021/2022,Defender,Mazatlán,2075,1163,912,Mexico,30,16,14,0,0,0,2,2,0,0,0,6,4,2,31,13,18,9,1,0.09,0.09,0,0,0,0,1.34,67,69,208,1038,0.43,384,145,119,23
Jorge Daniel Hernández Govea,32,613440000,1989/06/10,Liga MX,2021/2022,Midfielder,Querétaro,2060,980,1080,Mexico,28,14,14,0,0,0,0,0,0,0,0,4,3,1,27,10,17,6,0,0,0,0,0,0,0,1.18,76,74,343,0,0.26,313,304,-1,27
Jorge Eduardo Sánchez Ramos,24,881712000,1997/12/10,Liga MX,2021/2022,Defender,América,2462,1204,1258,Mexico,32,16,16,0,0,0,2,1,1,0,0,15,10,5,22,8,14,3,0,0.07,0.07,0,0,0,0,0.8,112,77,821,1231,0.11,278,157,30,13
Jorge Emmanuel Torres Nilo,34,569289600,1988/01/16,Liga MX,2021/2022,Defender,Toluca,969,517,452,Mexico,15,8,7,0,0,0,0,0,0,0,0,1,0,1,17,9,8,3,0,0,0,0,0,0,0,1.58,57,65,323,0,0.28,300,294,144,22
Jorge Isidro Gómez Dávila,21,984182400,2001/03/10,Liga MX,2021/2022,Defender,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jorge Luis García Rivas,20,1011657600,2002/01/22,Liga MX,2021/2022,Defender,Cruz Azul,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jorge Luís Valdivia Toro,38,435369600,1983/10/19,Liga MX,2021/2022,Midfielder,Necaxa,162,110,52,Chile,4,2,2,0,0,0,1,0,1,0,0,0,0,0,5,4,1,0,0,0.56,0.56,0,0,0,0,2.78,32,41,0,162,0,-1,-1,-1,13
Jorge Meré Pérez,25,861235200,1997/04/17,Liga MX,2021/2022,Defender,América,667,354,313,Spain,10,5,5,0,0,0,0,0,0,0,0,4,3,1,10,5,5,2,0,0,0,0,0,0,0,1.35,67,67,334,0,0.27,259,228,121,26
Jorge Roberto Díaz Price,23,901497600,1998/07/27,Liga MX,2021/2022,Midfielder,León,45,2,43,Mexico,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,16
Jorge Ruvalcaba,20,995846400,2001/07/23,Liga MX,2021/2022,Midfielder,Pumas UNAM,352,139,213,USA,10,4,6,3,2,1,0,0,0,0,0,2,2,0,6,2,4,3,0,0.77,0,0.77,1.29,0.42,117,1.53,59,35,117,0,0.77,2,249,-1,6
José Alexis Doldán Aquino,25,857001600,1997/02/27,Liga MX,2021/2022,Defender,Querétaro,675,205,470,Paraguay,12,5,7,0,0,0,0,0,0,0,0,4,2,2,8,2,6,4,1,0,0,0,0,0,0,1.07,84,56,135,0,0.67,327,322,77,37
José Alfonso Alvarado Pérez,22,953078400,2000/03/15,Liga MX,2021/2022,Forward,Monterrey,479,220,259,Mexico,26,13,13,2,1,1,0,0,0,0,0,7,6,1,6,0,6,0,0,0.38,0,0.38,0.41,0.35,240,1.13,80,18,0,0,0,31,410,-1,8
José Alfredo Ramírez Espino,21,967507200,2000/08/29,Liga MX,2021/2022,Forward,Querétaro,86,60,26,Mexico,3,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1.05,86,29,0,0,0,-1,-1,-1,29
José Andrés Ávila De Santiago,24,893980800,1998/05/01,Liga MX,2021/2022,Midfielder,Santos Laguna,97,76,21,Mexico,8,5,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0.93,0,0.93,0,4.29,97,0.93,97,12,0,0,0,-1,-1,-1,11
José Antonio Madueña López,31,643939200,1990/05/29,Liga MX,2021/2022,Forward,Juárez,80,0,80,Mexico,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.25,40,27,0,0,0,-1,-1,-1,31
José Antonio Rodríguez Romero,29,710208000,1992/07/04,Liga MX,2021/2022,Goalkeeper,Querétaro,540,360,180,Mexico,6,4,2,0,0,0,0,0,0,0,0,2,0,2,8,8,0,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,321,313,116,26
José Castillo Pérez,20,1007251200,2001/12/02,Liga MX,2021/2022,Defender,Pachuca,13,7,6,Mexico,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.92,13,4,0,0,0,-1,-1,-1,24
